 ;256;512;1024;2048;4096;8192;16384;32768;65536;131072;262144;524288;1048576;
1;0;0;0;0;0;0,0857306;2,10516;14,6012;38,1978;61,934;78,4086;88,6296;94,0417;
2;0;0;0;0;0;0;0,0746174;4,27065;27,5291;61,9023;85,1369;95,3563;98,7029;
3;0;0;0;0;0;0;0,0174636;0,893821;15,9443;55,5185;86,1958;97,1931;99,5586;
4;0;0;0;0;0;0;0,0015876;0,131771;8,42859;47,0423;85,175;97,8805;99,7587;
5;0;0;0;0;0;0;0,0015876;0,0492157;4,00076;38,0088;83,1063;98,0885;99,8682;
6;0;0;0;0;0;0;0,0015876;0,0412777;1,82892;29,5009;80,0057;98,1822;99,919;
7;0;0;0;0,0015876;0,0015876;0,0015876;0,00317521;0;0,849368;22,3757;76,1399;98,1219;99,9381;
8;0;0;0;0,0015876;0,0015876;0,0015876;0,00317521;0;0,31117;16,1507;71,6771;97,8694;99,9651;
9;0;0;0;0,0015876;0,0015876;0,0015876;0,00317521;0;0,163523;11,961;66,6444;97,5138;99,9698;
10;0;0;0;0,0015876;0,0015876;0,0015876;0,00476281;0;0,0317521;8,50797;61,4625;97,1518;99,9714;
11;0;0;0;0,0015876;0,0015876;0,0015876;0,00476281;0;0;5,93129;55,817;96,62;99,9746;
12;0;0;0;0,0015876;0,0015876;0,0015876;0,00476281;0;0;4,16429;50,1413;95,9802;99,9698;
13;0;0;0;0,0015876;0,0015876;0,0015876;0,00635042;0;0;2,91325;44,7022;95,1911;99,9619;
14;0;0;0;0,0015876;0,0015876;0,0015876;0,00635042;0;0;1,87814;39,09;94,3497;99,9698;
15;0;0;0;0,0015876;0,0015876;0,0015876;0,00635042;0;0;1,17165;33,9255;93,2479;99,9619;
16;0;0;0;0,0015876;0,0015876;0,0015876;0,00635042;0;0;0,852543;29,2881;92,0064;99,9555;
